user_id,Date,itemDescription,year,month,day,day_of_week
1734,13/07/2015,bottled water,2015,7,13,0
1722,13/07/2015,whole milk,2015,7,13,0
4597,13/07/2015,seasonal products,2015,7,13,0
2743,13/07/2015,whole milk,2015,7,13,0
1866,13/07/2015,pastry,2015,7,13,0
1603,13/07/2015,whole milk,2015,7,13,0
3746,13/07/2015,whole milk,2015,7,13,0
1417,13/07/2015,pot plants,2015,7,13,0
4592,13/07/2015,newspapers,2015,7,13,0
1379,13/07/2015,canned beer,2015,7,13,0
3321,13/07/2015,yogurt,2015,7,13,0
3268,13/07/2015,whole milk,2015,7,13,0
3036,13/07/2015,root vegetables,2015,7,13,0
1032,13/07/2015,whipped/sour cream,2015,7,13,0
3280,13/07/2015,UHT-milk,2015,7,13,0
3036,13/07/2015,whipped/sour cream,2015,7,13,0
4592,13/07/2015,chewing gum,2015,7,13,0
1379,13/07/2015,butter milk,2015,7,13,0
3321,13/07/2015,white wine,2015,7,13,0
3268,13/07/2015,specialty cheese,2015,7,13,0
3036,13/07/2015,whipped/sour cream,2015,7,13,0
2743,13/07/2015,frozen vegetables,2015,7,13,0
3036,13/07/2015,other vegetables,2015,7,13,0
2564,14/07/2015,frankfurter,2015,7,14,1
2511,14/07/2015,specialty chocolate,2015,7,14,1
2998,14/07/2015,canned beer,2015,7,14,1
2911,14/07/2015,soda,2015,7,14,1
4063,14/07/2015,whole milk,2015,7,14,1
4009,14/07/2015,tropical fruit,2015,7,14,1
1120,14/07/2015,citrus fruit,2015,7,14,1
4600,14/07/2015,beef,2015,7,14,1
3633,14/07/2015,rolls/buns,2015,7,14,1
4658,14/07/2015,sausage,2015,7,14,1
2157,14/07/2015,meat,2015,7,14,1
4600,14/07/2015,salty snack,2015,7,14,1
3633,14/07/2015,bottled beer,2015,7,14,1
3621,14/07/2015,other vegetables,2015,7,14,1
3517,14/07/2015,whole milk,2015,7,14,1
1596,14/07/2015,bottled water,2015,7,14,1
1572,14/07/2015,specialty chocolate,2015,7,14,1
4804,14/07/2015,whole milk,2015,7,14,1
4063,14/07/2015,sausage,2015,7,14,1
4009,14/07/2015,whole milk,2015,7,14,1
2157,14/07/2015,beverages,2015,7,14,1
4600,14/07/2015,whole milk,2015,7,14,1
3633,14/07/2015,coffee,2015,7,14,1
2564,14/07/2015,white wine,2015,7,14,1
2511,14/07/2015,cat food,2015,7,14,1
2998,14/07/2015,yogurt,2015,7,14,1
2911,14/07/2015,other vegetables,2015,7,14,1
4063,14/07/2015,pastry,2015,7,14,1
4009,14/07/2015,dish cleaner,2015,7,14,1
1120,14/07/2015,brown bread,2015,7,14,1
4600,14/07/2015,domestic eggs,2015,7,14,1
3633,14/07/2015,pastry,2015,7,14,1
4658,14/07/2015,pastry,2015,7,14,1
2157,14/07/2015,newspapers,2015,7,14,1
4600,14/07/2015,fruit/vegetable juice,2015,7,14,1
3633,14/07/2015,brown bread,2015,7,14,1
3621,14/07/2015,bottled water,2015,7,14,1
3517,14/07/2015,hard cheese,2015,7,14,1
1596,14/07/2015,beverages,2015,7,14,1
1572,14/07/2015,whipped/sour cream,2015,7,14,1
4804,14/07/2015,sliced cheese,2015,7,14,1
4063,14/07/2015,spices,2015,7,14,1
4009,14/07/2015,yogurt,2015,7,14,1
2157,14/07/2015,candy,2015,7,14,1
4600,14/07/2015,whipped/sour cream,2015,7,14,1
3633,14/07/2015,brown bread,2015,7,14,1
4658,14/07/2015,dish cleaner,2015,7,14,1
4063,14/07/2015,soda,2015,7,14,1
4009,14/07/2015,newspapers,2015,7,14,1
2998,14/07/2015,salty snack,2015,7,14,1
3633,14/07/2015,napkins,2015,7,14,1
4600,14/07/2015,cat food,2015,7,14,1
3633,14/07/2015,napkins,2015,7,14,1
3621,14/07/2015,whipped/sour cream,2015,7,14,1
2509,15/07/2015,hamburger meat,2015,7,15,2
2234,15/07/2015,citrus fruit,2015,7,15,2
2721,15/07/2015,yogurt,2015,7,15,2
3710,15/07/2015,whole milk,2015,7,15,2
2329,15/07/2015,pastry,2015,7,15,2
1939,15/07/2015,tropical fruit,2015,7,15,2
2770,15/07/2015,yogurt,2015,7,15,2
4102,15/07/2015,fish,2015,7,15,2
4671,15/07/2015,frankfurter,2015,7,15,2
3738,15/07/2015,other vegetables,2015,7,15,2
1368,15/07/2015,beef,2015,7,15,2
1785,15/07/2015,butter,2015,7,15,2
4671,15/07/2015,instant coffee,2015,7,15,2
3014,15/07/2015,whipped/sour cream,2015,7,15,2
2873,15/07/2015,photo/film,2015,7,15,2
4850,15/07/2015,other vegetables,2015,7,15,2
1785,15/07/2015,canned beer,2015,7,15,2
4671,15/07/2015,root vegetables,2015,7,15,2
2509,15/07/2015,rolls/buns,2015,7,15,2
2234,15/07/2015,beverages,2015,7,15,2
2721,15/07/2015,butter,2015,7,15,2
3710,15/07/2015,yogurt,2015,7,15,2
2329,15/07/2015,whipped/sour cream,2015,7,15,2
1939,15/07/2015,whole milk,2015,7,15,2
2770,15/07/2015,coffee,2015,7,15,2
4102,15/07/2015,whole milk,2015,7,15,2
4671,15/07/2015,coffee,2015,7,15,2
3738,15/07/2015,rolls/buns,2015,7,15,2
1368,15/07/2015,soft cheese,2015,7,15,2
1785,15/07/2015,brown bread,2015,7,15,2
4671,15/07/2015,instant coffee,2015,7,15,2
3014,15/07/2015,berries,2015,7,15,2
2873,15/07/2015,liquor (appetizer),2015,7,15,2
4850,15/07/2015,packaged fruit/vegetables,2015,7,15,2
1785,15/07/2015,canned beer,2015,7,15,2
4671,15/07/2015,sugar,2015,7,15,2
1939,15/07/2015,long life bakery product,2015,7,15,2
2770,15/07/2015,coffee,2015,7,15,2
4671,15/07/2015,rolls/buns,2015,7,15,2
3014,15/07/2015,cream cheese ,2015,7,15,2
4554,16/07/2015,tropical fruit,2015,7,16,3
2813,16/07/2015,coffee,2015,7,16,3
2569,16/07/2015,cream cheese ,2015,7,16,3
4774,16/07/2015,red/blush wine,2015,7,16,3
2947,16/07/2015,sausage,2015,7,16,3
1275,16/07/2015,other vegetables,2015,7,16,3
2070,16/07/2015,frankfurter,2015,7,16,3
3687,16/07/2015,pork,2015,7,16,3
4585,16/07/2015,oil,2015,7,16,3
2204,16/07/2015,pork,2015,7,16,3
4376,16/07/2015,whole milk,2015,7,16,3
2867,16/07/2015,turkey,2015,7,16,3
2326,16/07/2015,citrus fruit,2015,7,16,3
2151,16/07/2015,beef,2015,7,16,3
3687,16/07/2015,citrus fruit,2015,7,16,3
4585,16/07/2015,whipped/sour cream,2015,7,16,3
4376,16/07/2015,rolls/buns,2015,7,16,3
2867,16/07/2015,soft cheese,2015,7,16,3
4554,16/07/2015,citrus fruit,2015,7,16,3
2813,16/07/2015,tidbits,2015,7,16,3
2569,16/07/2015,yogurt,2015,7,16,3
4774,16/07/2015,pip fruit,2015,7,16,3
2947,16/07/2015,yogurt,2015,7,16,3
1275,16/07/2015,whole milk,2015,7,16,3
2070,16/07/2015,oil,2015,7,16,3
3687,16/07/2015,chocolate marshmallow,2015,7,16,3
4585,16/07/2015,specialty cheese,2015,7,16,3
2204,16/07/2015,detergent,2015,7,16,3
4376,16/07/2015,jam,2015,7,16,3
2867,16/07/2015,other vegetables,2015,7,16,3
2326,16/07/2015,whole milk,2015,7,16,3
2151,16/07/2015,other vegetables,2015,7,16,3
3687,16/07/2015,white bread,2015,7,16,3
4585,16/07/2015,soda,2015,7,16,3
4376,16/07/2015,red/blush wine,2015,7,16,3
2867,16/07/2015,canned beer,2015,7,16,3
2326,16/07/2015,UHT-milk,2015,7,16,3
4554,16/07/2015,male cosmetics,2015,7,16,3
2204,16/07/2015,bottled beer,2015,7,16,3
3687,16/07/2015,whipped/sour cream,2015,7,16,3
4585,16/07/2015,beverages,2015,7,16,3
2569,16/07/2015,whipped/sour cream,2015,7,16,3
2070,16/07/2015,soda,2015,7,16,3
4976,17/07/2015,bottled water,2015,7,17,4
2435,17/07/2015,onions,2015,7,17,4
4295,17/07/2015,ham,2015,7,17,4
2041,17/07/2015,detergent,2015,7,17,4
3067,17/07/2015,butter milk,2015,7,17,4
2622,17/07/2015,pip fruit,2015,7,17,4
2736,17/07/2015,meat,2015,7,17,4
2349,17/07/2015,ice cream,2015,7,17,4
4932,17/07/2015,UHT-milk,2015,7,17,4
2814,17/07/2015,newspapers,2015,7,17,4
3650,17/07/2015,other vegetables,2015,7,17,4
2979,17/07/2015,sausage,2015,7,17,4
3832,17/07/2015,frankfurter,2015,7,17,4
4234,17/07/2015,whole milk,2015,7,17,4
2159,17/07/2015,ham,2015,7,17,4
3521,17/07/2015,yogurt,2015,7,17,4
3308,17/07/2015,rolls/buns,2015,7,17,4
2571,17/07/2015,frankfurter,2015,7,17,4
4976,17/07/2015,frankfurter,2015,7,17,4
2622,17/07/2015,other vegetables,2015,7,17,4
2622,17/07/2015,hard cheese,2015,7,17,4
2979,17/07/2015,sliced cheese,2015,7,17,4
3832,17/07/2015,frankfurter,2015,7,17,4
2622,17/07/2015,sausage,2015,7,17,4
2814,17/07/2015,hamburger meat,2015,7,17,4
3650,17/07/2015,curd,2015,7,17,4
4234,17/07/2015,domestic eggs,2015,7,17,4
4976,17/07/2015,tropical fruit,2015,7,17,4
2435,17/07/2015,onions,2015,7,17,4
4295,17/07/2015,butter milk,2015,7,17,4
2041,17/07/2015,liquor (appetizer),2015,7,17,4
3067,17/07/2015,packaged fruit/vegetables,2015,7,17,4
2622,17/07/2015,rolls/buns,2015,7,17,4
2736,17/07/2015,beef,2015,7,17,4
2349,17/07/2015,bottled beer,2015,7,17,4
4932,17/07/2015,beverages,2015,7,17,4
2814,17/07/2015,whole milk,2015,7,17,4
3650,17/07/2015,beef,2015,7,17,4
2979,17/07/2015,ice cream,2015,7,17,4
3832,17/07/2015,whole milk,2015,7,17,4
4234,17/07/2015,canned vegetables,2015,7,17,4
2159,17/07/2015,white bread,2015,7,17,4
3521,17/07/2015,whole milk,2015,7,17,4
3308,17/07/2015,soda,2015,7,17,4
2571,17/07/2015,sugar,2015,7,17,4
4976,17/07/2015,liquor,2015,7,17,4
2622,17/07/2015,pip fruit,2015,7,17,4
2622,17/07/2015,grapes,2015,7,17,4
2979,17/07/2015,long life bakery product,2015,7,17,4
3832,17/07/2015,canned fish,2015,7,17,4
2622,17/07/2015,other vegetables,2015,7,17,4
2814,17/07/2015,specialty cheese,2015,7,17,4
3650,17/07/2015,white bread,2015,7,17,4
4234,17/07/2015,baking powder,2015,7,17,4
4234,17/07/2015,hygiene articles,2015,7,17,4
4976,17/07/2015,specialty chocolate,2015,7,17,4
4234,17/07/2015,detergent,2015,7,17,4
2736,17/07/2015,curd,2015,7,17,4
3928,18/07/2015,butter milk,2015,7,18,5
2794,18/07/2015,ham,2015,7,18,5
4964,18/07/2015,frankfurter,2015,7,18,5
1727,18/07/2015,citrus fruit,2015,7,18,5
2370,18/07/2015,specialty chocolate,2015,7,18,5
2868,18/07/2015,waffles,2015,7,18,5
3732,18/07/2015,nuts/prunes,2015,7,18,5
2431,18/07/2015,chicken,2015,7,18,5
1459,18/07/2015,citrus fruit,2015,7,18,5
2118,18/07/2015,fish,2015,7,18,5
4258,18/07/2015,frankfurter,2015,7,18,5
3776,18/07/2015,coffee,2015,7,18,5
3099,18/07/2015,pip fruit,2015,7,18,5
3928,18/07/2015,soda,2015,7,18,5
2868,18/07/2015,pip fruit,2015,7,18,5
1459,18/07/2015,whole milk,2015,7,18,5
3732,18/07/2015,root vegetables,2015,7,18,5
3928,18/07/2015,ham,2015,7,18,5
2794,18/07/2015,whole milk,2015,7,18,5
4964,18/07/2015,yogurt,2015,7,18,5
1727,18/07/2015,beef,2015,7,18,5
2370,18/07/2015,pastry,2015,7,18,5
2868,18/07/2015,whole milk,2015,7,18,5
3732,18/07/2015,white wine,2015,7,18,5
2431,18/07/2015,shopping bags,2015,7,18,5
1459,18/07/2015,curd,2015,7,18,5
2118,18/07/2015,pot plants,2015,7,18,5
4258,18/07/2015,chocolate,2015,7,18,5
3776,18/07/2015,soda,2015,7,18,5
3099,18/07/2015,whole milk,2015,7,18,5
3928,18/07/2015,bottled beer,2015,7,18,5
2868,18/07/2015,beef,2015,7,18,5
1459,18/07/2015,chocolate marshmallow,2015,7,18,5
3732,18/07/2015,pastry,2015,7,18,5
3928,18/07/2015,detergent,2015,7,18,5
2868,18/07/2015,yogurt,2015,7,18,5
2118,18/07/2015,coffee,2015,7,18,5
3841,19/07/2015,berries,2015,7,19,6
1846,19/07/2015,rolls/buns,2015,7,19,6
4223,19/07/2015,citrus fruit,2015,7,19,6
1279,19/07/2015,root vegetables,2015,7,19,6
1907,19/07/2015,sausage,2015,7,19,6
4610,19/07/2015,pip fruit,2015,7,19,6
1373,19/07/2015,curd,2015,7,19,6
1456,19/07/2015,whole milk,2015,7,19,6
2910,19/07/2015,citrus fruit,2015,7,19,6
4667,19/07/2015,frankfurter,2015,7,19,6
2079,19/07/2015,curd,2015,7,19,6
2945,19/07/2015,chicken,2015,7,19,6
3997,19/07/2015,curd cheese,2015,7,19,6
4113,19/07/2015,tropical fruit,2015,7,19,6
2464,19/07/2015,beef,2015,7,19,6
2148,19/07/2015,newspapers,2015,7,19,6
4685,19/07/2015,berries,2015,7,19,6
3399,19/07/2015,sausage,2015,7,19,6
1152,19/07/2015,pork,2015,7,19,6
2918,19/07/2015,sausage,2015,7,19,6
1016,19/07/2015,chicken,2015,7,19,6
3141,19/07/2015,pork,2015,7,19,6
2685,19/07/2015,frankfurter,2015,7,19,6
3841,19/07/2015,pork,2015,7,19,6
3399,19/07/2015,tropical fruit,2015,7,19,6
1373,19/07/2015,grapes,2015,7,19,6
3841,19/07/2015,whole milk,2015,7,19,6
1846,19/07/2015,oil,2015,7,19,6
4223,19/07/2015,bottled water,2015,7,19,6
1279,19/07/2015,ham,2015,7,19,6
1907,19/07/2015,newspapers,2015,7,19,6
4610,19/07/2015,newspapers,2015,7,19,6
1373,19/07/2015,soups,2015,7,19,6
1456,19/07/2015,whole milk,2015,7,19,6
2910,19/07/2015,yogurt,2015,7,19,6
4667,19/07/2015,condensed milk,2015,7,19,6
2079,19/07/2015,whole milk,2015,7,19,6
2945,19/07/2015,pastry,2015,7,19,6
3997,19/07/2015,mustard,2015,7,19,6
4113,19/07/2015,bottled beer,2015,7,19,6
2464,19/07/2015,other vegetables,2015,7,19,6
2148,19/07/2015,hard cheese,2015,7,19,6
4685,19/07/2015,whole milk,2015,7,19,6
3399,19/07/2015,yogurt,2015,7,19,6
1152,19/07/2015,domestic eggs,2015,7,19,6
2918,19/07/2015,bathroom cleaner,2015,7,19,6
1016,19/07/2015,red/blush wine,2015,7,19,6
3141,19/07/2015,rolls/buns,2015,7,19,6
2685,19/07/2015,other vegetables,2015,7,19,6
3841,19/07/2015,frozen vegetables,2015,7,19,6
3399,19/07/2015,rolls/buns,2015,7,19,6
1373,19/07/2015,whole milk,2015,7,19,6
3997,19/07/2015,bottled water,2015,7,19,6
2079,19/07/2015,pet care,2015,7,19,6
2945,19/07/2015,waffles,2015,7,19,6
3399,19/07/2015,margarine,2015,7,19,6
1907,19/07/2015,cream,2015,7,19,6
4610,19/07/2015,chocolate,2015,7,19,6
3841,19/07/2015,domestic eggs,2015,7,19,6
4685,19/07/2015,sugar,2015,7,19,6
3399,19/07/2015,shopping bags,2015,7,19,6
1456,19/07/2015,domestic eggs,2015,7,19,6
3557,20/07/2015,ham,2015,7,20,0
1431,20/07/2015,yogurt,2015,7,20,0
3591,20/07/2015,frankfurter,2015,7,20,0
4792,20/07/2015,turkey,2015,7,20,0
4254,20/07/2015,root vegetables,2015,7,20,0
3662,20/07/2015,whole milk,2015,7,20,0
4487,20/07/2015,onions,2015,7,20,0
2553,20/07/2015,chicken,2015,7,20,0
3892,20/07/2015,frozen chicken,2015,7,20,0
3983,20/07/2015,chicken,2015,7,20,0
2209,20/07/2015,cat food,2015,7,20,0
1067,20/07/2015,rolls/buns,2015,7,20,0
4352,20/07/2015,pork,2015,7,20,0
4223,20/07/2015,root vegetables,2015,7,20,0
4518,20/07/2015,yogurt,2015,7,20,0
1075,20/07/2015,frankfurter,2015,7,20,0
1705,20/07/2015,white bread,2015,7,20,0
4352,20/07/2015,frozen meals,2015,7,20,0
2209,20/07/2015,tropical fruit,2015,7,20,0
1067,20/07/2015,tropical fruit,2015,7,20,0
3557,20/07/2015,chocolate marshmallow,2015,7,20,0
1431,20/07/2015,domestic eggs,2015,7,20,0
3591,20/07/2015,newspapers,2015,7,20,0
4792,20/07/2015,UHT-milk,2015,7,20,0
4254,20/07/2015,white wine,2015,7,20,0
3662,20/07/2015,rolls/buns,2015,7,20,0
4487,20/07/2015,onions,2015,7,20,0
2553,20/07/2015,organic products,2015,7,20,0
3892,20/07/2015,herbs,2015,7,20,0
3983,20/07/2015,butter milk,2015,7,20,0
2209,20/07/2015,onions,2015,7,20,0
1067,20/07/2015,coffee,2015,7,20,0
4352,20/07/2015,margarine,2015,7,20,0
4223,20/07/2015,other vegetables,2015,7,20,0
4518,20/07/2015,rice,2015,7,20,0
1075,20/07/2015,frozen meals,2015,7,20,0
1705,20/07/2015,cream cheese ,2015,7,20,0
4352,20/07/2015,dessert,2015,7,20,0
2209,20/07/2015,tidbits,2015,7,20,0
1067,20/07/2015,chocolate,2015,7,20,0
4518,20/07/2015,butter,2015,7,20,0
1075,20/07/2015,dishes,2015,7,20,0
3892,20/07/2015,yogurt,2015,7,20,0
3983,20/07/2015,sugar,2015,7,20,0
1808,21/07/2015,tropical fruit,2015,7,21,1
1997,21/07/2015,frankfurter,2015,7,21,1
4736,21/07/2015,butter,2015,7,21,1
3812,21/07/2015,sausage,2015,7,21,1
4429,21/07/2015,grapes,2015,7,21,1
2769,21/07/2015,sparkling wine,2015,7,21,1
3585,21/07/2015,citrus fruit,2015,7,21,1
3128,21/07/2015,dessert,2015,7,21,1
3814,21/07/2015,citrus fruit,2015,7,21,1
1553,21/07/2015,other vegetables,2015,7,21,1
3318,21/07/2015,other vegetables,2015,7,21,1
1345,21/07/2015,frankfurter,2015,7,21,1
4108,21/07/2015,bottled water,2015,7,21,1
2222,21/07/2015,berries,2015,7,21,1
4486,21/07/2015,canned beer,2015,7,21,1
1008,21/07/2015,tropical fruit,2015,7,21,1
3505,21/07/2015,soda,2015,7,21,1
2253,21/07/2015,frankfurter,2015,7,21,1
2961,21/07/2015,soda,2015,7,21,1
4328,21/07/2015,citrus fruit,2015,7,21,1
4486,21/07/2015,hygiene articles,2015,7,21,1
1008,21/07/2015,soda,2015,7,21,1
4895,21/07/2015,sugar,2015,7,21,1
1285,21/07/2015,yogurt,2015,7,21,1
1551,21/07/2015,dessert,2015,7,21,1
3215,21/07/2015,whipped/sour cream,2015,7,21,1
3500,21/07/2015,pip fruit,2015,7,21,1
1997,21/07/2015,soda,2015,7,21,1
4736,21/07/2015,other vegetables,2015,7,21,1
1345,21/07/2015,grapes,2015,7,21,1
4108,21/07/2015,root vegetables,2015,7,21,1
3814,21/07/2015,canned beer,2015,7,21,1
3814,21/07/2015,hygiene articles,2015,7,21,1
2961,21/07/2015,canned beer,2015,7,21,1
4328,21/07/2015,beef,2015,7,21,1
3814,21/07/2015,chicken,2015,7,21,1
2222,21/07/2015,other vegetables,2015,7,21,1
4895,21/07/2015,whole milk,2015,7,21,1
4486,21/07/2015,pork,2015,7,21,1
1008,21/07/2015,yogurt,2015,7,21,1
1808,21/07/2015,rolls/buns,2015,7,21,1
1997,21/07/2015,canned beer,2015,7,21,1
4736,21/07/2015,soda,2015,7,21,1
3812,21/07/2015,sausage,2015,7,21,1
4429,21/07/2015,rolls/buns,2015,7,21,1
2769,21/07/2015,canned beer,2015,7,21,1
3585,21/07/2015,other vegetables,2015,7,21,1
3128,21/07/2015,newspapers,2015,7,21,1
3814,21/07/2015,whole milk,2015,7,21,1
1553,21/07/2015,sliced cheese,2015,7,21,1
3318,21/07/2015,curd,2015,7,21,1
1345,21/07/2015,salt,2015,7,21,1
4108,21/07/2015,rolls/buns,2015,7,21,1
2222,21/07/2015,butter,2015,7,21,1
4486,21/07/2015,soft cheese,2015,7,21,1
1008,21/07/2015,root vegetables,2015,7,21,1
3505,21/07/2015,other vegetables,2015,7,21,1
2253,21/07/2015,white bread,2015,7,21,1
2961,21/07/2015,white bread,2015,7,21,1
4328,21/07/2015,tropical fruit,2015,7,21,1
4486,21/07/2015,bottled beer,2015,7,21,1
1008,21/07/2015,yogurt,2015,7,21,1
4895,21/07/2015,pastry,2015,7,21,1
1285,21/07/2015,hygiene articles,2015,7,21,1
1551,21/07/2015,curd,2015,7,21,1
3215,21/07/2015,canned beer,2015,7,21,1
3500,21/07/2015,misc. beverages,2015,7,21,1
1997,21/07/2015,white bread,2015,7,21,1
4736,21/07/2015,yogurt,2015,7,21,1
1345,21/07/2015,napkins,2015,7,21,1
4108,21/07/2015,whole milk,2015,7,21,1
3814,21/07/2015,napkins,2015,7,21,1
3814,21/07/2015,white wine,2015,7,21,1
2961,21/07/2015,berries,2015,7,21,1
4328,21/07/2015,curd,2015,7,21,1
3814,21/07/2015,UHT-milk,2015,7,21,1
2222,21/07/2015,newspapers,2015,7,21,1
4895,21/07/2015,salty snack,2015,7,21,1
4486,21/07/2015,rolls/buns,2015,7,21,1
1008,21/07/2015,domestic eggs,2015,7,21,1
3215,21/07/2015,sliced cheese,2015,7,21,1
4429,21/07/2015,pot plants,2015,7,21,1
3505,21/07/2015,white bread,2015,7,21,1
1345,21/07/2015,soda,2015,7,21,1
4108,21/07/2015,coffee,2015,7,21,1
3814,21/07/2015,shopping bags,2015,7,21,1
3128,21/07/2015,bottled water,2015,7,21,1
1008,21/07/2015,white wine,2015,7,21,1
1808,21/07/2015,candy,2015,7,21,1
1997,21/07/2015,brown bread,2015,7,21,1
4736,21/07/2015,UHT-milk,2015,7,21,1
4486,21/07/2015,chocolate marshmallow,2015,7,21,1
1008,21/07/2015,photo/film,2015,7,21,1
1202,22/07/2015,soda,2015,7,22,2
1949,22/07/2015,canned beer,2015,7,22,2
2215,22/07/2015,salty snack,2015,7,22,2
2568,22/07/2015,pork,2015,7,22,2
2733,22/07/2015,yogurt,2015,7,22,2
3361,22/07/2015,chocolate,2015,7,22,2
3756,22/07/2015,soda,2015,7,22,2
4864,22/07/2015,canned beer,2015,7,22,2
4411,22/07/2015,ham,2015,7,22,2
4601,22/07/2015,pork,2015,7,22,2
4376,22/07/2015,chicken,2015,7,22,2
4405,22/07/2015,frankfurter,2015,7,22,2
2515,22/07/2015,frankfurter,2015,7,22,2
2765,22/07/2015,beef,2015,7,22,2
4444,22/07/2015,sausage,2015,7,22,2
2022,22/07/2015,sausage,2015,7,22,2
1698,22/07/2015,other vegetables,2015,7,22,2
1396,22/07/2015,tropical fruit,2015,7,22,2
3507,22/07/2015,other vegetables,2015,7,22,2
3485,22/07/2015,rolls/buns,2015,7,22,2
4695,22/07/2015,yogurt,2015,7,22,2
1202,22/07/2015,curd cheese,2015,7,22,2
4405,22/07/2015,curd cheese,2015,7,22,2
1396,22/07/2015,pork,2015,7,22,2
4444,22/07/2015,rolls/buns,2015,7,22,2
2022,22/07/2015,beef,2015,7,22,2
1202,22/07/2015,root vegetables,2015,7,22,2
1949,22/07/2015,soda,2015,7,22,2
2215,22/07/2015,frozen vegetables,2015,7,22,2
2568,22/07/2015,tropical fruit,2015,7,22,2
2733,22/07/2015,yogurt,2015,7,22,2
3361,22/07/2015,beef,2015,7,22,2
3756,22/07/2015,bottled water,2015,7,22,2
4864,22/07/2015,rolls/buns,2015,7,22,2
4411,22/07/2015,curd,2015,7,22,2
4601,22/07/2015,rolls/buns,2015,7,22,2
4376,22/07/2015,soda,2015,7,22,2
4405,22/07/2015,chocolate,2015,7,22,2
2515,22/07/2015,shopping bags,2015,7,22,2
2765,22/07/2015,waffles,2015,7,22,2
4444,22/07/2015,UHT-milk,2015,7,22,2
2022,22/07/2015,white wine,2015,7,22,2
1698,22/07/2015,yogurt,2015,7,22,2
1396,22/07/2015,coffee,2015,7,22,2
3507,22/07/2015,pastry,2015,7,22,2
3485,22/07/2015,tropical fruit,2015,7,22,2
4695,22/07/2015,margarine,2015,7,22,2
1202,22/07/2015,semi-finished bread,2015,7,22,2
4405,22/07/2015,pastry,2015,7,22,2
1396,22/07/2015,canned beer,2015,7,22,2
4444,22/07/2015,onions,2015,7,22,2
2022,22/07/2015,other vegetables,2015,7,22,2
4695,22/07/2015,newspapers,2015,7,22,2
1949,22/07/2015,frozen vegetables,2015,7,22,2
2765,22/07/2015,domestic eggs,2015,7,22,2
2515,22/07/2015,rolls/buns,2015,7,22,2
4405,22/07/2015,soda,2015,7,22,2
1396,22/07/2015,shopping bags,2015,7,22,2
1698,22/07/2015,brown bread,2015,7,22,2
1396,22/07/2015,chocolate,2015,7,22,2
1295,23/07/2015,frankfurter,2015,7,23,3
3978,23/07/2015,sausage,2015,7,23,3
3554,23/07/2015,citrus fruit,2015,7,23,3
1603,23/07/2015,canned beer,2015,7,23,3
4509,23/07/2015,sausage,2015,7,23,3
3986,23/07/2015,coffee,2015,7,23,3
2879,23/07/2015,liver loaf,2015,7,23,3
2335,23/07/2015,soda,2015,7,23,3
2051,23/07/2015,other vegetables,2015,7,23,3
1204,23/07/2015,sliced cheese,2015,7,23,3
2729,23/07/2015,hamburger meat,2015,7,23,3
3635,23/07/2015,beef,2015,7,23,3
4555,23/07/2015,tropical fruit,2015,7,23,3
2152,23/07/2015,butter,2015,7,23,3
1729,23/07/2015,frankfurter,2015,7,23,3
1969,23/07/2015,sausage,2015,7,23,3
4820,23/07/2015,whole milk,2015,7,23,3
1408,23/07/2015,root vegetables,2015,7,23,3
1116,23/07/2015,chicken,2015,7,23,3
4970,23/07/2015,berries,2015,7,23,3
2475,23/07/2015,tropical fruit,2015,7,23,3
1724,23/07/2015,whole milk,2015,7,23,3
1295,23/07/2015,chicken,2015,7,23,3
2051,23/07/2015,beverages,2015,7,23,3
2051,23/07/2015,fruit/vegetable juice,2015,7,23,3
2051,23/07/2015,prosecco,2015,7,23,3
4555,23/07/2015,pip fruit,2015,7,23,3
1729,23/07/2015,rolls/buns,2015,7,23,3
1295,23/07/2015,processed cheese,2015,7,23,3
3978,23/07/2015,beef,2015,7,23,3
3554,23/07/2015,root vegetables,2015,7,23,3
1603,23/07/2015,white bread,2015,7,23,3
4509,23/07/2015,bottled water,2015,7,23,3
3986,23/07/2015,bottled water,2015,7,23,3
2879,23/07/2015,whipped/sour cream,2015,7,23,3
2335,23/07/2015,tropical fruit,2015,7,23,3
2051,23/07/2015,other vegetables,2015,7,23,3
1204,23/07/2015,pip fruit,2015,7,23,3
2729,23/07/2015,cream cheese ,2015,7,23,3
3635,23/07/2015,chocolate,2015,7,23,3
4555,23/07/2015,whole milk,2015,7,23,3
2152,23/07/2015,fruit/vegetable juice,2015,7,23,3
1729,23/07/2015,newspapers,2015,7,23,3
1969,23/07/2015,citrus fruit,2015,7,23,3
4820,23/07/2015,domestic eggs,2015,7,23,3
1408,23/07/2015,whole milk,2015,7,23,3
1116,23/07/2015,bottled water,2015,7,23,3
4970,23/07/2015,sliced cheese,2015,7,23,3
2475,23/07/2015,napkins,2015,7,23,3
1724,23/07/2015,canned beer,2015,7,23,3
1295,23/07/2015,dessert,2015,7,23,3
2051,23/07/2015,ice cream,2015,7,23,3
2051,23/07/2015,soda,2015,7,23,3
2051,23/07/2015,root vegetables,2015,7,23,3
4555,23/07/2015,other vegetables,2015,7,23,3
1729,23/07/2015,waffles,2015,7,23,3
4820,23/07/2015,syrup,2015,7,23,3
1408,23/07/2015,soda,2015,7,23,3
3635,23/07/2015,pastry,2015,7,23,3
2764,24/07/2015,other vegetables,2015,7,24,4
4019,24/07/2015,rolls/buns,2015,7,24,4
2355,24/07/2015,tropical fruit,2015,7,24,4
